date,risk_free_rate,ig_inception_acc,ig_inception_eur_acc,ig_inception_usd_acc,ig_inception_subordinated_acc,ig_ytd_acc,ig_ytd_eur_acc,ig_ytd_usd_acc,ig_ytd_subordinated_acc,xover_ytd_acc,bm_ig_inception_acc,bm_ig_ytd_acc,bm_xover_inception_acc,ig_inception_daily_returns,ig_inception_eur_daily_returns,ig_inception_usd_daily_returns,ig_inception_subordinated_daily_returns,ig_ytd_daily_returns,ig_ytd_eur_daily_returns,ig_ytd_usd_daily_returns,ig_ytd_subordinated_daily_returns,xover_ytd_daily_returns,bm_ig_inception_daily_returns,bm_ig_ytd_daily_returns,bm_xover_inception_daily_returns,ig_inception_excess_returns,ig_inception_eur_excess_returns,ig_inception_usd_excess_returns,ig_inception_subordinated_excess_returns,ig_ytd_excess_returns,ig_ytd_eur_excess_returns,ig_ytd_usd_excess_returns,ig_ytd_subordinated_excess_returns,xover_ytd_eur_excess_returns,ig_inception_rf_returns,ig_inception_eur_rf_returns,ig_inception_usd_rf_returns,ig_inception_subordinated_rf_returns,ig_ytd_rf_returns,ig_ytd_eur_rf_returns,ig_ytd_usd_rf_returns,ig_ytd_subordinated_rf_returns,xover_ytd_eur_rf_returns,bm_ig_inception_rf_returns,bm_ig_ytd_rf_returns,bm_xover_inception_rf_returns,ig_inception_downsidedev,ig_inception_eur_downsidedev,ig_inception_usd_downsidedev,ig_inception_subordinated_downsidedev,ig_ytd_downsidedev,ig_ytd_eur_downsidedev,ig_ytd_usd_downsidedev,ig_ytd_subordinated_downsidedev,xover_ytd_eur_downsidedev,bm_ig_inception_downsidedev,bm_ig_ytd_downsidedev,bm_xover_inception_downsidedev,ig_inception_excess_returns_acc,ig_inception_eur_excess_returns_acc,ig_inception_usd_excess_returns_acc,ig_inception_subordinated_excess_returns_acc,ig_ytd_excess_returns_acc,ig_ytd_eur_excess_returns_acc,ig_ytd_usd_excess_returns_acc,ig_ytd_subordinated_excess_returns_acc,xover_ytd_eur_excess_returns_acc,ig_inception_sum_mv,ig_inception_eur_mv,ig_inception_usd_mv,ig_inception_subordinated_mv,xover_ytd_mv,ig_inception_absolute_returns,ig_inception_eur_absolute_returns,ig_inception_usd_absolute_returns,ig_inception_subordinated_absolute_returns,xover_ytd_absolute_returns,date_monthly_te,monthly_rolling_te,date_quarterly_te,quarterly_rolling_te,date_6m_te,6m_rolling_te
6/17/2020,-0.00240967%,7.41%,3.77%,8.76%,3.78%,,,,,,4.45%,,,-0.04%,-0.03%,0.02%,-0.29%,,,,,,-0.09%,,,0.05%,0.05%,0.11%,-0.20%,,,,,,-0.03%,-0.03%,0.03%,-0.29%,,,,,,-0.08%,,,-0.04%,-0.03%,,-0.29%,,,,,,-0.09%,,,2.96%,-0.68%,4.31%,-0.66%,,,,,," 13,364,164,448 "," 7,285,615,924 "," 4,887,723,585 "," 1,190,824,940 ",  ," 637,300,095 "," 152,155,017 "," 229,830,453 "," 255,314,625 ",  ,6/17/2020,0.659%,6/17/2020,2.023%,6/17/2020,2.171%
6/18/2020,-0.00235450%,7.30%,3.65%,8.78%,3.30%,,,,,,4.31%,,,-0.10%,-0.12%,0.02%,-0.49%,,,,,,-0.14%,,,0.04%,0.02%,0.16%,-0.35%,,,,,,-0.10%,-0.11%,0.02%,-0.48%,,,,,,-0.14%,,,-0.10%,-0.12%,,-0.49%,,,,,,-0.14%,,,3.00%,-0.65%,4.47%,-1.01%,,,,,," 13,302,294,529 "," 7,191,514,791 "," 4,888,178,019 "," 1,222,601,719 ",  ," 623,577,835 "," 143,641,848 "," 230,284,887 "," 249,651,101 ",  ,6/18/2020,0.655%,6/18/2020,2.022%,6/18/2020,2.171%
6/19/2020,-0.00236307%,7.37%,3.67%,8.94%,3.25%,,,,,,4.32%,,,0.07%,0.02%,0.16%,-0.05%,,,,,,0.01%,,,0.06%,0.01%,0.15%,-0.06%,,,,,,0.07%,0.02%,0.16%,-0.04%,,,,,,0.01%,,,,,,-0.05%,,,,,,0.01%,,,3.05%,-0.64%,4.62%,-1.07%,,,,,," 13,313,793,682 "," 7,192,823,816 "," 4,898,487,084 "," 1,222,482,781 ",  ," 635,076,988 "," 144,950,873 "," 240,593,952 "," 249,532,162 ",  ,6/19/2020,0.652%,6/19/2020,1.988%,6/19/2020,2.172%
6/22/2020,-0.00238046%,7.34%,3.70%,8.90%,2.97%,,,,,,4.31%,,,-0.03%,0.02%,-0.04%,-0.28%,,,,,,0.00%,,,-0.03%,0.02%,-0.04%,-0.28%,,,,,,-0.03%,0.02%,-0.03%,-0.28%,,,,,,0.00%,,,-0.03%,,-0.04%,-0.28%,,,,,,0.00%,,,3.03%,-0.62%,4.59%,-1.35%,,,,,," 13,435,937,921 "," 7,236,266,235 "," 4,915,192,149 "," 1,284,479,538 ",  ," 656,068,516 "," 145,436,247 "," 261,281,157 "," 249,351,112 ",  ,6/22/2020,0.633%,6/22/2020,1.919%,6/22/2020,2.172%
6/23/2020,-0.00242902%,7.28%,3.57%,8.83%,3.34%,,,,,,4.15%,,,-0.06%,-0.13%,-0.07%,0.37%,,,,,,-0.16%,,,0.11%,0.04%,0.10%,0.54%,,,,,,-0.06%,-0.13%,-0.06%,0.37%,,,,,,-0.16%,,,-0.06%,-0.13%,-0.07%,,,,,,,-0.16%,,,3.13%,-0.58%,4.68%,-0.81%,,,,,," 13,384,483,721 "," 7,226,778,790 "," 4,875,263,863 "," 1,282,441,068 ",  ," 605,919,010 "," 135,948,802 "," 221,352,871 "," 248,617,337 ",  ,6/23/2020,0.631%,6/23/2020,1.759%,6/23/2020,2.173%
6/24/2020,-0.00252248%,7.22%,3.61%,8.66%,3.10%,,,,,,4.22%,,,-0.07%,0.04%,-0.17%,-0.24%,,,,,,0.07%,,,-0.13%,-0.03%,-0.24%,-0.31%,,,,,,-0.06%,0.04%,-0.17%,-0.24%,,,,,,0.07%,,,-0.07%,,-0.17%,-0.24%,,,,,,,,,3.00%,-0.61%,4.44%,-1.12%,,,,,," 13,378,576,792 "," 7,228,702,197 "," 4,870,118,574 "," 1,279,756,021 ",  ," 600,012,082 "," 137,872,209 "," 216,207,583 "," 245,932,290 ",  ,6/24/2020,0.647%,6/24/2020,1.768%,6/24/2020,2.176%
6/25/2020,-0.00242400%,7.24%,3.66%,8.70%,2.88%,,,,,,4.24%,,,0.02%,0.05%,0.04%,-0.21%,,,,,,0.02%,,,0.00%,0.03%,0.02%,-0.23%,,,,,,0.03%,0.06%,0.04%,-0.21%,,,,,,0.02%,,,,,,-0.21%,,,,,,,,,3.00%,-0.58%,4.46%,-1.36%,,,,,," 13,080,547,858 "," 7,232,781,870 "," 4,568,868,335 "," 1,278,897,653 ",  ," 617,082,508 "," 141,951,882 "," 230,056,704 "," 245,073,922 ",  ,6/25/2020,0.654%,6/25/2020,1.545%,6/25/2020,2.174%
6/26/2020,-0.00252920%,7.30%,3.68%,8.81%,2.95%,,,,,,4.23%,,,0.06%,0.02%,0.11%,0.06%,,,,,,-0.01%,,,0.07%,0.04%,0.12%,0.08%,,,,,,0.06%,0.03%,0.11%,0.07%,,,,,,-0.01%,,,,,,,,,,,,-0.01%,,,3.07%,-0.55%,4.58%,-1.28%,,,,,," 13,206,828,697 "," 7,359,373,432 "," 4,568,123,637 "," 1,279,331,628 ",  ," 621,429,976 "," 142,944,520 "," 232,977,559 "," 245,507,897 ",  ,6/26/2020,0.637%,6/26/2020,1.432%,6/26/2020,2.174%
6/29/2020,-0.00263057%,7.30%,3.55%,9.05%,2.91%,,,,,,4.13%,,,0.00%,-0.13%,0.24%,-0.03%,,,,,,-0.10%,,,0.10%,-0.03%,0.34%,0.07%,,,,,,0.00%,-0.13%,0.24%,-0.03%,,,,,,-0.10%,,,0.00%,-0.13%,,-0.03%,,,,,,-0.10%,,,3.17%,-0.58%,4.92%,-1.21%,,,,,," 13,210,549,400 "," 7,374,055,449 "," 4,567,376,610 "," 1,269,117,341 ",  ," 612,846,109 "," 133,711,896 "," 235,376,096 "," 243,758,117 ",  ,6/29/2020,0.640%,6/29/2020,1.247%,6/29/2020,2.172%
6/30/2020,-0.00267637%,7.37%,3.56%,9.20%,3.12%,,,,,,4.14%,,,0.08%,0.01%,0.15%,0.20%,,,,,,0.01%,,,0.06%,0.00%,0.13%,0.19%,,,,,,0.08%,0.01%,0.15%,0.21%,,,,,,0.02%,,,,,,,,,,,,,,,3.23%,-0.58%,5.06%,-1.02%,,,,,," 13,061,088,551 "," 7,259,615,083 "," 4,548,512,692 "," 1,252,960,776 ",  ," 632,149,818 "," 133,932,340 "," 250,436,032 "," 247,781,446 ",  ,6/30/2020,0.647%,6/30/2020,1.192%,6/30/2020,2.166%
7/1/2020,-0.00263683%,7.27%,3.28%,9.26%,3.45%,,,,,,3.89%,,,-0.10%,-0.28%,0.07%,0.34%,,,,,,-0.25%,,,0.14%,-0.03%,0.31%,0.58%,,,,,,-0.10%,-0.27%,0.07%,0.34%,,,,,,-0.24%,,,-0.10%,-0.28%,,,,,,,,-0.25%,,,3.38%,-0.61%,5.37%,-0.44%,,,,,," 12,994,984,584 "," 7,239,999,646 "," 4,513,282,682 "," 1,241,702,256 ",  ," 617,991,251 "," 114,316,904 "," 252,045,916 "," 251,628,431 ",  ,7/1/2020,0.653%,7/1/2020,1.193%,7/1/2020,2.168%
7/2/2020,-0.00260167%,7.61%,3.59%,9.60%,3.84%,,,,,,4.24%,,,0.34%,0.31%,0.34%,0.39%,,,,,,0.35%,,,-0.01%,-0.03%,-0.01%,0.04%,,,,,,0.34%,0.32%,0.34%,0.39%,,,,,,0.35%,,,,,,,,,,,,,,,3.37%,-0.64%,5.36%,-0.40%,,,,,," 13,081,690,400 "," 7,329,679,730 "," 4,507,438,582 "," 1,244,572,088 ",  ," 645,644,062 "," 134,603,208 "," 256,542,591 "," 254,498,263 ",  ,7/2/2020,0.671%,7/2/2020,1.186%,7/2/2020,2.165%
7/3/2020,-0.00237654%,7.64%,3.65%,9.61%,3.88%,,,,,,4.30%,,,0.03%,0.05%,0.00%,0.04%,,,,,,0.06%,,,-0.02%,-0.01%,-0.05%,-0.02%,,,,,,0.04%,0.05%,0.01%,0.04%,,,,,,0.06%,,,,,0.00%,,,,,,,,,,3.34%,-0.65%,5.31%,-0.42%,,,,,," 13,095,254,010 "," 7,334,308,171 "," 4,514,625,310 "," 1,246,320,529 ",  ," 659,207,673 "," 139,231,649 "," 263,729,320 "," 256,246,704 ",  ,7/3/2020,0.645%,7/3/2020,1.041%,7/3/2020,2.162%
7/6/2020,-0.00250674%,7.71%,3.72%,9.59%,4.25%,,,,,,4.40%,,,0.07%,0.07%,-0.01%,0.37%,,,,,,0.11%,,,-0.03%,-0.03%,-0.12%,0.26%,,,,,,0.08%,0.08%,-0.01%,0.37%,,,,,,0.11%,,,,,-0.01%,,,,,,,,,,3.31%,-0.68%,5.19%,-0.16%,,,,,," 13,297,621,395 "," 7,485,979,481 "," 4,562,668,366 "," 1,248,973,548 ",  ," 656,737,888 "," 144,401,981 "," 253,436,184 "," 258,899,724 ",  ,7/6/2020,0.610%,7/6/2020,1.034%,7/6/2020,2.162%
7/7/2020,-0.00253268%,7.75%,3.67%,9.79%,4.20%,,,,,,4.37%,,,0.03%,-0.05%,0.20%,-0.05%,,,,,,-0.03%,,,0.06%,-0.02%,0.23%,-0.01%,,,,,,0.03%,-0.05%,0.20%,-0.04%,,,,,,-0.03%,,,,-0.05%,,-0.05%,,,,,,-0.03%,,,3.38%,-0.70%,5.42%,-0.17%,,,,,," 13,330,708,423 "," 7,459,373,284 "," 4,574,585,171 "," 1,296,749,968 ",  ," 665,605,953 "," 141,270,901 "," 265,352,988 "," 258,982,064 ",  ,7/7/2020,0.422%,7/7/2020,1.036%,7/7/2020,2.162%
7/8/2020,-0.00252129%,7.74%,3.72%,9.75%,4.00%,,,,,,4.37%,,,0.00%,0.05%,-0.04%,-0.21%,,,,,,0.00%,,,-0.01%,0.05%,-0.04%,-0.21%,,,,,,0.00%,0.05%,-0.03%,-0.20%,,,,,,0.01%,,,0.00%,,-0.04%,-0.21%,,,,,,0.00%,,,3.37%,-0.66%,5.38%,-0.38%,,,,,," 13,591,855,546 "," 7,586,721,661 "," 4,684,618,721 "," 1,320,515,165 ",  ," 660,091,991 "," 142,066,920 "," 262,092,317 "," 255,932,754 ",  ,7/8/2020,0.423%,7/8/2020,1.034%,7/8/2020,2.161%
7/9/2020,-0.00247696%,7.82%,3.86%,9.76%,3.87%,,,,,,4.52%,,,0.07%,0.14%,0.01%,-0.13%,,,,,,0.14%,,,-0.07%,0.00%,-0.13%,-0.27%,,,,,,0.08%,0.15%,0.01%,-0.12%,,,,,,0.15%,,,,,0.01%,-0.13%,,,,,,,,,3.30%,-0.66%,5.24%,-0.65%,,,,,," 13,595,172,588 "," 7,598,031,075 "," 4,679,085,338 "," 1,318,056,175 ",  ," 663,409,033 "," 153,376,334 "," 256,558,934 "," 253,473,764 ",  ,7/9/2020,0.420%,7/9/2020,1.006%,7/9/2020,2.163%
7/10/2020,-0.00249904%,7.81%,3.89%,9.76%,3.58%,,,,,,4.49%,,,-0.01%,0.03%,0.00%,-0.29%,,,,,,-0.02%,,,0.01%,0.06%,0.02%,-0.26%,,,,,,-0.01%,0.03%,0.00%,-0.28%,,,,,,-0.02%,,,-0.01%,,0.00%,-0.29%,,,,,,-0.02%,,,3.31%,-0.60%,5.27%,-0.91%,,,,,," 13,598,737,814 "," 7,598,551,365 "," 4,684,977,126 "," 1,315,209,324 ",  ," 666,974,259 "," 153,896,624 "," 262,450,721 "," 250,626,913 ",  ,7/10/2020,0.424%,7/10/2020,1.000%,7/10/2020,2.162%
7/13/2020,-0.00257257%,7.75%,3.72%,9.88%,3.63%,,,,,,4.29%,,,-0.05%,-0.17%,0.12%,0.05%,,,,,,-0.21%,,,0.16%,0.04%,0.33%,0.26%,,,,,,-0.05%,-0.16%,0.12%,0.05%,,,,,,-0.20%,,,-0.05%,-0.17%,,,,,,,,-0.21%,,,3.47%,-0.56%,5.59%,-0.65%,,,,,," 13,879,374,683 "," 7,686,353,670 "," 4,878,738,705 "," 1,314,282,308 ",  ," 646,959,817 "," 137,807,075 "," 259,452,844 "," 249,699,897 ",  ,7/13/2020,0.402%,7/13/2020,1.011%,7/13/2020,2.163%
7/14/2020,-0.00261645%,7.81%,3.82%,9.89%,3.65%,,,,,,4.46%,,,0.06%,0.09%,0.00%,0.02%,,,,,,0.17%,,,-0.11%,-0.07%,-0.16%,-0.15%,,,,,,0.06%,0.10%,0.01%,0.02%,,,,,,0.17%,,,,,0.00%,,,,,,,,,,3.36%,-0.64%,5.43%,-0.81%,,,,,," 13,851,503,613 "," 7,687,196,379 "," 4,872,510,728 "," 1,291,796,506 ",  ," 646,663,736 "," 144,368,349 "," 253,300,127 "," 248,995,260 ",  ,7/14/2020,0.338%,7/14/2020,0.963%,7/14/2020,2.163%
7/15/2020,-0.00241320%,8.00%,3.98%,10.07%,4.01%,,,,,,4.67%,,,0.19%,0.17%,0.18%,0.36%,,,,,,0.22%,,,-0.03%,-0.05%,-0.04%,0.14%,,,,,,0.20%,0.17%,0.18%,0.36%,,,,,,0.22%,,,,,,,,,,,,,,,3.33%,-0.69%,5.40%,-0.66%,,,,,," 13,827,793,979 "," 7,570,268,095 "," 4,872,657,360 "," 1,384,868,524 ",  ," 665,655,299 "," 158,551,041 "," 254,392,580 "," 252,711,678 ",  ,7/15/2020,0.337%,7/15/2020,0.956%,7/15/2020,2.162%
7/16/2020,-0.00249638%,8.17%,4.17%,10.20%,4.16%,,,,,,4.87%,,,0.17%,0.19%,0.13%,0.15%,,,,,,0.20%,,,-0.03%,-0.01%,-0.07%,-0.05%,,,,,,0.17%,0.19%,0.13%,0.15%,,,,,,0.20%,,,,,,,,,,,,,,,3.30%,-0.70%,5.33%,-0.71%,,,,,," 13,851,028,648 "," 7,582,715,009 "," 4,881,152,149 "," 1,387,161,490 ",  ," 688,889,968 "," 170,997,955 "," 262,887,368 "," 255,004,644 ",  ,7/16/2020,0.339%,7/16/2020,0.949%,7/16/2020,2.155%
7/17/2020,-0.00250901%,8.22%,4.16%,10.28%,4.42%,,,,,,4.90%,,,0.05%,-0.01%,0.08%,0.25%,,,,,,0.03%,,,0.02%,-0.04%,0.06%,0.23%,,,,,,0.05%,-0.01%,0.09%,0.26%,,,,,,0.03%,,,,-0.01%,,,,,,,,,,,3.32%,-0.74%,5.39%,-0.48%,,,,,," 13,739,498,522 "," 7,465,318,236 "," 4,883,805,968 "," 1,390,374,318 ",  ," 693,808,945 "," 170,050,285 "," 265,541,187 "," 258,217,473 ",  ,7/17/2020,0.342%,7/17/2020,0.950%,7/17/2020,2.154%
7/20/2020,-0.00258724%,8.44%,4.32%,10.47%,4.98%,,,,,,5.08%,,,0.21%,0.16%,0.19%,0.56%,,,,,,0.18%,,,0.04%,-0.02%,0.01%,0.38%,,,,,,0.22%,0.16%,0.19%,0.56%,,,,,,0.18%,,,,,,,,,,,,,,,3.36%,-0.76%,5.39%,-0.10%,,,,,," 13,765,523,571 "," 7,477,475,957 "," 4,890,194,350 "," 1,397,853,264 ",  ," 721,830,212 "," 184,204,224 "," 271,929,570 "," 265,696,418 ",  ,7/20/2020,0.339%,7/20/2020,0.949%,7/20/2020,2.154%
7/21/2020,-0.00250856%,8.66%,4.47%,10.67%,5.67%,,,,,,5.28%,,,0.22%,0.15%,0.19%,0.69%,,,,,,0.20%,,,0.02%,-0.06%,-0.01%,0.49%,,,,,,0.22%,0.15%,0.20%,0.69%,,,,,,0.20%,,,,,,,,,,,,,,,3.38%,-0.81%,5.39%,0.39%,,,,,," 13,790,074,171 "," 7,485,063,449 "," 4,898,341,592 "," 1,406,669,130 ",  ," 746,380,812 "," 191,791,716 "," 280,076,812 "," 274,512,284 ",  ,7/21/2020,0.338%,7/21/2020,0.949%,7/21/2020,2.152%
7/22/2020,-0.00254813%,8.81%,4.70%,10.78%,5.47%,,,,,,5.52%,,,0.15%,0.24%,0.11%,-0.19%,,,,,,0.24%,,,-0.08%,0.00%,-0.12%,-0.43%,,,,,,0.16%,0.24%,0.12%,-0.19%,,,,,,0.24%,,,,,,-0.19%,,,,,,,,,3.30%,-0.81%,5.26%,-0.04%,,,,,," 13,745,790,469 "," 7,478,374,876 "," 4,883,925,419 "," 1,383,490,174 ",  ," 742,818,664 "," 207,946,934 "," 265,660,638 "," 269,211,091 ",  ,7/22/2020,0.325%,7/22/2020,0.952%,7/22/2020,2.139%
7/23/2020,-0.00254734%,8.81%,4.68%,10.77%,5.63%,,,,,,5.52%,,,0.00%,-0.02%,-0.01%,0.16%,,,,,,0.00%,,,0.00%,-0.02%,-0.01%,0.16%,,,,,,0.00%,-0.02%,-0.01%,0.17%,,,,,,0.00%,,,0.00%,-0.02%,-0.01%,,,,,,,0.00%,,,3.30%,-0.83%,5.25%,0.12%,,,,,," 13,730,700,896 "," 7,484,269,890 "," 4,883,271,818 "," 1,363,159,188 ",  ," 741,483,028 "," 205,242,778 "," 265,007,038 "," 271,233,213 ",  ,7/23/2020,0.306%,7/23/2020,0.948%,7/23/2020,2.138%
7/24/2020,-0.00266818%,8.67%,4.50%,10.72%,5.43%,,,,,,5.36%,,,-0.14%,-0.18%,-0.05%,-0.21%,,,,,,-0.16%,,,0.02%,-0.02%,0.11%,-0.05%,,,,,,-0.14%,-0.18%,-0.05%,-0.21%,,,,,,-0.16%,,,-0.14%,-0.18%,-0.05%,-0.21%,,,,,,-0.16%,,,3.31%,-0.85%,5.36%,0.07%,,,,,," 13,709,758,634 "," 7,472,388,385 "," 4,877,367,753 "," 1,360,002,496 ",  ," 720,540,766 "," 193,361,273 "," 259,102,972 "," 268,076,522 ",  ,7/24/2020,0.306%,7/24/2020,0.940%,7/24/2020,2.135%
7/27/2020,-0.00259527%,8.74%,4.73%,10.54%,5.40%,,,,,,5.56%,,,0.07%,0.23%,-0.17%,-0.02%,,,,,,0.21%,,,-0.14%,0.02%,-0.38%,-0.23%,,,,,,0.07%,0.23%,-0.17%,-0.02%,,,,,,0.21%,,,,,-0.17%,-0.02%,,,,,,,,,3.17%,-0.83%,4.98%,-0.16%,,,,,," 13,722,373,224 "," 7,513,782,936 "," 4,851,669,614 "," 1,356,920,675 ",  ," 707,812,937 "," 209,413,403 "," 233,404,833 "," 264,994,700 ",  ,7/27/2020,0.301%,7/27/2020,0.914%,7/27/2020,2.140%
7/28/2020,-0.00247190%,8.83%,4.86%,10.69%,5.12%,,,,,,5.67%,,,0.09%,0.13%,0.15%,-0.29%,,,,,,0.10%,,,-0.01%,0.02%,0.04%,-0.39%,,,,,,0.10%,0.13%,0.15%,-0.28%,,,,,,0.11%,,,,,,-0.29%,,,,,,,,,3.16%,-0.81%,5.02%,-0.55%,,,,,," 13,920,828,571 "," 7,705,143,001 "," 4,861,829,452 "," 1,353,856,118 ",  ," 723,700,941 "," 217,794,690 "," 243,976,107 "," 261,930,144 ",  ,7/28/2020,0.321%,7/28/2020,0.913%,7/28/2020,2.140%
7/29/2020,-0.00264202%,8.79%,4.79%,10.72%,4.99%,,,,,,5.61%,,,-0.04%,-0.07%,0.03%,-0.13%,,,,,,-0.06%,,,0.02%,-0.01%,0.09%,-0.06%,,,,,,-0.04%,-0.07%,0.03%,-0.12%,,,,,,-0.06%,,,-0.04%,-0.07%,,-0.13%,,,,,,-0.06%,,,3.18%,-0.82%,5.11%,-0.62%,,,,,," 13,949,048,758 "," 7,700,196,096 "," 4,896,929,274 "," 1,351,923,388 ",  ," 715,992,989 "," 212,847,785 "," 243,147,791 "," 259,997,414 ",  ,7/29/2020,0.315%,7/29/2020,0.879%,7/29/2020,2.140%
7/30/2020,-0.00270300%,8.86%,4.93%,10.81%,4.61%,,,,,,5.69%,,,0.08%,0.14%,0.09%,-0.38%,,,,,,0.09%,,,-0.01%,0.05%,0.00%,-0.46%,,,,,,0.08%,0.15%,0.09%,-0.37%,,,,,,0.09%,,,,,,-0.38%,,,,,,,,,3.17%,-0.76%,5.11%,-1.08%,,,,,," 14,017,180,604 "," 7,772,826,667 "," 4,897,767,407 "," 1,346,586,530 ",  ," 721,984,828 "," 223,338,349 "," 243,985,923 "," 254,660,555 ",  ,7/30/2020,0.277%,7/30/2020,0.849%,7/30/2020,2.139%
7/31/2020,-0.00267421%,8.87%,4.86%,10.99%,4.46%,,,,,,5.73%,,,0.01%,-0.07%,0.18%,-0.15%,,,,,,0.04%,,,-0.03%,-0.10%,0.15%,-0.19%,,,,,,0.01%,-0.07%,0.18%,-0.15%,,,,,,0.04%,,,0.01%,-0.07%,,-0.15%,,,,,,,,,3.14%,-0.87%,5.26%,-1.27%,,,,,," 14,005,328,491 "," 7,768,505,031 "," 4,894,923,384 "," 1,341,900,077 ",  ," 711,232,923 "," 219,016,712 "," 241,141,900 "," 251,074,310 ",  ,7/31/2020,0.277%,7/31/2020,0.849%,7/31/2020,2.140%
8/3/2020,-0.00282134%,8.86%,4.81%,11.06%,4.43%,,,,,,5.62%,,,0.00%,-0.05%,0.08%,-0.03%,,,,,,-0.11%,,,0.10%,0.06%,0.19%,0.08%,,,,,,0.00%,-0.05%,0.08%,-0.03%,,,,,,-0.11%,,,0.00%,-0.05%,,-0.03%,,,,,,-0.11%,,,3.24%,-0.81%,5.44%,-1.19%,,,,,," 14,246,346,951 "," 7,767,881,462 "," 5,134,250,945 "," 1,344,214,544 ",  ," 730,534,149 "," 218,393,143 "," 258,752,229 "," 253,388,777 ",  ,8/3/2020,0.278%,8/3/2020,0.854%,8/3/2020,2.140%
8/4/2020,-0.00277296%,9.05%,4.99%,11.20%,4.84%,,,,,,5.85%,,,0.19%,0.18%,0.14%,0.41%,,,,,,0.22%,,,-0.04%,-0.05%,-0.09%,0.19%,,,,,,0.19%,0.18%,0.14%,0.42%,,,,,,0.23%,,,,,,,,,,,,,,,3.21%,-0.86%,5.35%,-1.00%,,,,,," 14,518,198,021 "," 7,780,454,758 "," 5,135,747,399 "," 1,601,995,864 ",  ," 750,514,961 "," 230,966,440 "," 261,614,424 "," 257,934,097 ",  ,8/4/2020,0.298%,8/4/2020,0.851%,8/4/2020,2.139%
8/5/2020,-0.00275260%,9.01%,4.84%,11.18%,5.29%,,,,,,5.75%,,,-0.04%,-0.15%,-0.02%,0.44%,,,,,,-0.10%,,,0.06%,-0.05%,0.08%,0.54%,,,,,,-0.04%,-0.15%,-0.02%,0.44%,,,,,,-0.10%,,,-0.04%,-0.15%,-0.02%,,,,,,,-0.10%,,,3.26%,-0.91%,5.43%,-0.46%,,,,,," 14,439,031,061 "," 7,774,015,784 "," 5,125,908,642 "," 1,539,106,634 ",  ," 739,469,195 "," 224,527,466 "," 253,116,572 "," 261,825,157 ",  ,8/5/2020,0.291%,8/5/2020,0.849%,8/5/2020,2.137%
8/6/2020,-0.00284288%,9.19%,5.03%,11.33%,5.48%,,,,,,5.95%,,,0.18%,0.19%,0.15%,0.19%,,,,,,0.20%,,,-0.02%,-0.01%,-0.06%,-0.01%,,,,,,0.18%,0.19%,0.15%,0.20%,,,,,,0.21%,,,,,,,,,,,,,,,3.24%,-0.92%,5.38%,-0.47%,,,,,," 14,445,363,792 "," 7,787,234,357 "," 5,131,586,394 "," 1,526,543,041 ",  ," 763,002,008 "," 237,746,039 "," 260,453,617 "," 264,802,353 ",  ,8/6/2020,0.298%,8/6/2020,0.848%,8/6/2020,2.137%
8/7/2020,-0.00269547%,9.15%,5.00%,11.21%,5.65%,,,,,,5.87%,,,-0.04%,-0.03%,-0.12%,0.17%,,,,,,-0.08%,,,0.04%,0.05%,-0.04%,0.25%,,,,,,-0.04%,-0.02%,-0.12%,0.17%,,,,,,-0.08%,,,-0.04%,-0.03%,-0.12%,,,,,,,-0.08%,,,3.28%,-0.87%,5.33%,-0.22%,,,,,," 14,443,480,661 "," 7,783,625,374 "," 5,129,773,069 "," 1,530,082,218 ",  ," 761,118,878 "," 234,137,055 "," 258,640,292 "," 268,341,531 ",  ,8/7/2020,0.291%,8/7/2020,0.842%,8/7/2020,2.137%
8/10/2020,-0.00278284%,9.25%,5.19%,11.09%,5.89%,,,,,,6.05%,,,0.09%,0.19%,-0.12%,0.24%,,,,,,0.18%,,,-0.09%,0.01%,-0.30%,0.06%,,,,,,0.10%,0.20%,-0.12%,0.24%,,,,,,0.18%,,,,,-0.12%,,,,,,,,,,3.19%,-0.86%,5.03%,-0.17%,,,,,," 14,601,926,269 "," 7,797,185,643 "," 5,268,344,684 "," 1,536,395,942 ",  ," 781,775,853 "," 247,697,325 "," 259,423,274 "," 274,655,254 ",  ,8/10/2020,0.294%,8/10/2020,0.829%,8/10/2020,2.140%
8/11/2020,-0.00270325%,9.12%,5.15%,10.70%,6.26%,,,,,,6.00%,,,-0.12%,-0.05%,-0.39%,0.38%,,,,,,-0.05%,,,-0.07%,0.01%,-0.34%,0.43%,,,,,,-0.12%,-0.04%,-0.39%,0.38%,,,,,,-0.05%,,,-0.12%,-0.05%,-0.39%,,,,,,,-0.05%,,,3.12%,-0.85%,4.69%,0.26%,,,,,," 14,493,911,475 "," 7,793,012,902 "," 5,160,513,539 "," 1,540,385,034 ",  ," 759,700,178 "," 243,524,584 "," 237,531,248 "," 278,644,346 ",  ,8/11/2020,0.257%,8/11/2020,0.819%,8/11/2020,2.141%
